smiles,logP,qed,SAS
"Cc1ccc(CNC2CC[NH+](CC(C)C)CC2)s1
",1.84942,0.8377132916750001,3.869628095675173
"Cc1cccc(O[C@H](C)C(=O)Oc2ccc3c(c2)OCCO3)c1
",3.13912,0.632193880441,2.4970267599771105
"Cc1n[nH]c(-c2cccc([N-]S(=O)(=O)C[C@H](C)CCl)c2)n1
",2.99002,0.817305675478,4.337348282863465
"Nc1ncc(-c2cccc(F)c2)c([C@@H]2CCCN(C(=O)CCCc3ccccc3)C2)n1
",4.5938,0.607260552914,2.7683036975986792
"N#Cc1cccc(OCC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c1
",4.24798,0.8564619631829999,2.0153635732207893
"Cc1c(N)cccc1Oc1ncccc1C(F)(F)F
",3.78332,0.817723494656,2.2623427305067665
"C[NH+](Cc1ccccc1)[C@H]1CCC[C@H](O)C1
",1.0048,0.791388115073,4.251277359661965
"O=C(Cc1c(F)cccc1Cl)N[C@H]1CCS(=O)(=O)c2ccccc21
",3.0565,0.895899799355,2.8131753697429005
"C[NH+](C)CCCn1c(=O)[nH]c2sc3c(c2c1=[NH2+])CC(C)(C)OC3
",-1.5632,0.668125518508,4.395847465281526
"C#CCN(CC(=O)[O-])C(=O)N[C@@H]1CCOC1
",-1.83,0.6058267517629999,3.895428119694264
"CC[C@@](C)(C(=O)C(C)(C)C)N1CCOCC1
",2.1025,0.7422315425,3.2547856122017564
"O=C(Nc1ccc(O)c(C(=O)[O-])c1)c1cncc(Br)c1
",1.1655,0.829560768218,2.4766436275592683
"COc1c(C[NH2+][C@@H](C)c2ccc3c(c2)CCO3)c(C)nn1C
",1.49662,0.919216736678,3.812042060860458
"COC1(C[NH2+][C@H]2C[C@H](c3ccccc3)Oc3ccccc32)CCOCC1
",3.0105,0.888158568628,3.9788055724221536
"CC(C)[C@@H](Cl)C1CCOCC1
",2.6764,0.585937056546,3.3106787918319727
"Cc1cc(C)c(NC(=O)CN(C)S(=O)(=O)c2c(F)cccc2F)c(C)c1
",3.14926,0.8520719291509999,2.2196174493298813
"COCCCOc1cccc(NC(=O)N2CCC([C@H](C)O)CC2)c1
",2.7266,0.7475160409530001,2.583110309298519
"Cc1ccccc1[C@]1(CC(=O)N2CCCC[C@H]2C)CC(=O)N(Cc2cccnc2)C1=O
",3.37802,0.683439969253,3.233248343004448
"CC(C)[C@@H](NC(=O)C1CCCC1)c1cc(=O)[nH]c(-c2cccnc2)n1
",2.8354,0.8698044246250001,3.0638210459909097
"C[C@@H]1CN(C(=O)N[C@@H]2CCC[NH+](C)C2)CC[C@@H]1c1ccccc1
",1.4987,0.860535307336,4.311983555201328
"COc1nc(C)ccc1CNS(=O)(=O)Cc1ccccc1C
",2.3266400000000003,0.8879195904639999,2.213671150377172
"CNC(=O)c1cccc(-c2cccnc2C(=O)[O-])c1
",0.4717,0.881750198004,2.375853007385185
"COCCSCc1nc2cc(N)ccc2o1
",2.2896,0.640501849837,2.4807919536092005
"CC(C)[NH+](CCNc1ccccc1[N+](=O)[O-])C1CC1
",1.4624,0.584608728792,3.80970793160364
"CC(C)CCO[C@@H]1CCCC[C@@H]1NC(=O)Nc1ccc(C(N)=O)c(F)c1
",3.42,0.6768878666689999,3.0505012267678087
"COc1ccc([C@@H](C)NC(=O)c2cc(-c3ccc(C)o3)nc3ccccc23)cc1OC
",5.31142,0.445073708853,2.5867803759203567
"CCN(CC)C(=O)CN1C(=O)/C(=N\NC(=O)c2nc3ccccc3s2)c2ccccc21
",2.6454,0.600308468146,2.523916640665334
"O=C(NCC[C@H]1C[C@H]2CC[C@@H]1C2)NNC(=O)Nc1ccccc1
",2.8486,0.6395826505919999,3.8665317164106137
"CC[C@H]([NH3+])[C@H](SC[C@H](O)CO)C(F)(F)F
",0.0242,0.63827354074,4.8486643618572085
"CCC1(CO)CCN(C(=O)C2C[C@@H](C)O[C@H](C)C2)CC1
",2.2011,0.8661203484469999,3.496301308919362
"CC[C@H]1CN(c2cc3c(cc2Br)C(=O)C(=O)N3)CC[NH+]1C
",0.6972,0.7834823152439999,4.596216286118279
"CSc1ccc([C@@H]2c3c(nc(N4CCC(C)CC4)[nH]c3=O)NC(=O)[C@@H]2C#N)cc1
",2.95188,0.74890267287,3.72958103030755
"COc1ccc(OC)c([C@H]2CC[NH+](c3c([O-])c(=[OH+])c3=O)C2)c1
",-1.2783,0.594672860706,4.877684690960009
"COc1cc(CN(C)CCc2ccncc2)ccc1O
",2.4703,0.876563550546,1.9764858358772663
"CCn1c(S[C@@H](C)C(=O)Nc2ccc([N+](=O)[O-])cc2)nnc1-c1ccc(O)cc1
",3.6981,0.334264757132,2.6005679924405847
"CC[C@@H]1CCCCN1C(=O)Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
",2.8366,0.6076563460109999,2.7019329537833023
"CCc1ccc([C@@H]2C[C@H](c3cccc(C)c3)n3nc(N)nc3N2)cc1
",3.87742,0.738424222007,3.488286435019252
"N#C[C@H](NC(=O)c1cc(N2CCCC2=O)ccc1Cl)C1CCCCC1
",3.66908,0.866862853886,2.879205011321353
"Cc1cc(-c2ccc(O)cc2O)nc2ccccc12
",3.62142,0.6762897825699999,1.9902027896783616
"O=C([O-])CCN1C(=O)/C(=C2/C(=O)N(Cc3ccccc3)c3ccccc32)SC1=S
",1.9448,0.543268994397,2.657975803322352
"c1cncc(-c2ncc(C[NH+]3C[C@H]4CCCC[C@@H]4C3)s2)c1
",2.41,0.943483724068,4.306215907186866
"Cc1oc(-c2ccccc2)nc1CSCc1nc(N)nc(N(C)C)n1
",2.91662,0.714138251531,2.5668586034572485
"O=C(CCN1CCN(C(=O)[C@H]2COc3ccccc3O2)CC1)Nc1ccnn1C1CCCC1
",2.311,0.7233042414659999,2.9781544255958288
"CN1CCN(S(=O)(=O)c2cccc(C(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)CC1
",3.5472,0.7377773771680001,2.1270616499989785
"COc1cccc(N2/C(=N/C(=O)CCC(=O)[O-])S[C@@H]3CS(=O)(=O)C[C@H]32)c1
",-0.1733,0.6938661390399999,3.761528149844732
"O=C1C[C@H](C(=O)N2CCN(CC(=O)N3CCCC3)CC2)c2cc(F)ccc2N1
",1.0181,0.8509193813860001,2.812111961735868
"C#CCN(C(=O)Nc1c(F)cc(C#C)cc1F)[C@@H]1CCS(=O)(=O)C1
",1.6003,0.848026260975,3.4891190701756507
"Cc1cc(C(=O)CN(C)S(=O)(=O)c2ccc(F)cc2)c(C)n1C1CC1
",3.0823400000000003,0.7313004724529999,2.265562832043462
"CNC(=O)Cn1ccc2ccc(NC(=O)NCc3nncn3C3CC3)cc21
",1.6354,0.62087085439,2.6088921956042554
"CC[C@H]1CC[C@@H](C)[NH+]1CC(=O)N1[C@@H](C)CCC[C@H]1C
",1.6217,0.832763911776,5.023592390801278
"CC[C@H](C)[NH2+][C@@H](CC(=O)NC1CC1)C(N)=O
",-1.1291,0.541942158425,4.2716581247403935
"COc1ccc(C(=O)CSc2nnc3c(=O)n(-c4ccccc4)ccn23)cc1OC
",2.8724,0.331668243047,2.3321538180691377
"CC(C)[C@@H](CNC(=O)N1CCN(c2nccs2)CC1)[NH+]1CCCCCC1
",1.4582,0.8212889461239999,3.99375102192148
"O=C(COc1ccccc1Br)N/N=C/c1ccc([N+](=O)[O-])o1
",2.4794,0.478529397255,2.319865292670628
"O=C(CN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@@H]2C1=O)Nc1cccc(Cl)n1
",1.4806,0.521770455209,4.214056190837913
"CCCNC(=O)N1CCCCCCC1
",2.3721,0.726085773483,1.7152582779998298
"O=C(NC[C@H]1CCCO1)Nc1ccccc1Oc1ccccc1
",3.7794,0.8567070826350001,2.276795106336632
"COc1ccccc1N(C)S(=O)(=O)c1ccc(C)c(C(=O)N2CC[NH+](C)CC2)c1
",0.7992199999999999,0.792536519217,3.091798767675072
"Cc1cc(NC(=O)c2ccc(S(=O)(=O)N3C[C@H](C)O[C@@H](C)C3)cc2)n(-c2ccccc2)n1
",3.23092,0.6288940746280001,2.9465250181616227
"CN(C(=O)C(=O)NCCCc1ccccc1)c1ccccc1
",2.3984,0.680390145517,1.8699321483955489
"CC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N2C[C@H](C)C[C@@H](C)C2)c1C
",2.4954400000000003,0.676831837173,3.06845285860186
"CC(C)Cn1ccnc(Oc2ccccc2[N+](=O)[O-])c1=O
",2.5998,0.621607210279,2.309699853853921
"C[C@H](NC(=O)c1ccccc1NC(=S)NC(=O)c1ccccc1Br)c1ccccc1
",5.0669,0.426630837989,2.4068496828430685
"Cc1nc(-c2ccccc2F)sc1C(=O)NCc1ccc(C(=O)[O-])cc1
",2.55112,0.7478448869930001,2.372164789779782
"CC[NH+](CCNC(=O)N1CCN(C(=O)[C@@H]2C[C@@H]2C)CC1)C(C)C
",-0.1906,0.734367805028,4.188374698931658
"Cc1cc([C@@H](C)NC(=O)C(=O)Nc2ccc3[nH]ccc3c2)c(C)s1
",3.66214,0.619054336638,2.847575828985152
"CCC[NH+](C)C[C@@H]1CCN(C(=O)c2cc(OC)ccc2OC)C1
",1.0906,0.828323991029,3.726185789124136
"C[C@@H](c1ccco1)N(C(=O)Nc1ccc[nH+]c1N1CCOCC1)C1CC1
",2.6878,0.889190883826,3.892790406536865
"CCCc1nc(COc2c(F)cc(C=O)cc2F)cs1
",3.7653,0.7395200256899999,2.5198754107760544
"CC(C)n1ccc(CCNC(=O)N2CCN([C@@H](C)C(=O)NC3CC3)CC2)n1
",1.0008,0.7543126163680001,2.882497955834304
"O=C(CCCOc1cccnc1)N1CCC[C@H](CN2CCOCC2)C1
",1.8114,0.709230240559,2.6785254089671025
"Cc1ccc(NC(=O)[C@H](C)Sc2cccc[n+]2[O-])c(C)c1
",3.05614,0.530109489705,2.7234787868422448
"CCOc1ccccc1-c1ccnc2nc(N3CCCCC3)[nH]c(=O)c12
",3.3741,0.7659690692710001,2.449047505657992
"O=C(OCc1cc(=O)oc2cc3c(cc12)CCC3)c1cc([N+](=O)[O-])ccc1N1CCOCC1
",3.3835,0.246772855051,2.5720144866936643
"C[C@@H](NC(=O)C1CCN(c2nccn3nc(-c4ccccc4)cc23)CC1)c1ccc(F)cc1
",4.6292,0.466973855161,2.7908465201636314
"CCn1ncnc1[C@@H](O)c1c(Cl)cccc1Cl
",2.6865,0.930160585287,2.9987009129890474
"COc1ccc(Cl)cc1NCC(=O)N1N=C(c2cccs2)C[C@H]1c1ccco1
",4.7929,0.600317709809,2.941461042932449
"CCCc1c(C(=O)[O-])nnn1-c1cccc(C(F)(F)F)c1
",1.6021,0.866891556434,2.7248452398653686
"Cc1cnc([C@H](C)NC(=O)N[C@@H]2C[C@@H]2C2CCCCC2)s1
",3.78052,0.8625810390399999,3.62053591611704
"C[NH2+][C@]1(CO)CCC[C@H]1CC[NH+]1CCC[C@@H]1C(C)C
",-0.1958,0.635064220532,6.163641083055087
"CCOC(=O)C[C@H](C)Sc1snc(Cl)c1C#N
",3.10198,0.607974507922,3.523043231355232
"CCOc1cccc2cc([C@H](C)NC(=O)N3CCOCC[C@@H]3C)oc12
",3.7129,0.890691851107,3.180812843469956
"CC(C)(C)C[C@@H](CO)[NH2+][C@@H]1CC(C)(C)OC1(C)C
",1.693,0.812393698716,4.86573549105526
"Cn1ccnc1[C@@H](NC(=O)c1ccc(Cl)c(Cl)c1)c1cccc(F)c1
",4.3854,0.701263869028,2.551880680722375
"O=C(Nc1cc(Br)ccc1Cl)c1csc(-c2ncccn2)n1
",4.2683,0.68968687945,2.2339717088351083
"CC1CCC(C(=O)c2ccccc2F)([NH+](C)C)CC1
",2.1018,0.832955384831,3.380036221631027
"COc1ccccc1-c1ccncc1C[NH3+]
",1.4991,0.851251596034,2.5521116860506723
"CC(=O)c1cccc(OCCC[NH+]2CCOCC2)c1
",0.5732,0.614688612006,3.430093698769272
"CCOCC(=O)NNC(=O)Cc1c(C)nn(-c2ccc(C)c(Cl)c2)c1C
",2.17736,0.7566793035870001,2.332756466711766
"CC[C@@H](C)NC(=O)C(=O)Nc1ccc(S(=O)(=O)C(F)F)cc1
",1.5361,0.806456559994,2.599217940042454
"CC[C@@H]1CCCCN1C(=O)N[C@H](C)c1cccc(S(=O)(=O)NC)c1
",2.6298,0.8512333069470001,2.9202937021333284
"CN(Cc1nccs1)C(=O)NC[C@H]1CCO[C@H]1c1ccccc1
",3.0623,0.905225697978,3.303984816822183
"Cc1cccc(O[C@H](C)CNC(=O)N(C)Cc2ccncc2)c1
",2.99892,0.882508105441,2.5981635539523644
"CONC(=O)CCc1ccccc1Br
",2.0593,0.8430598423019999,2.072197745455453
"CCOc1ccc([C@H]2CCC[NH+]2Cc2nc(-c3ccc(Cl)cc3)no2)cc1
",3.7087,0.683828000521,3.83666775756476
"Cc1cc(C)c(CN2CCN(Cc3[nH+]ccn3C)CC2)cc1C
",2.08226,0.867175426549,3.1754810747489817
"COc1ccc(-c2c3c4n(/c2=C\c2ccc(N(C)C)cc2)c2ccc(F)c(F)c2[n+]4CCCC3)cc1
",5.2838,0.312187084335,3.1292415008001204
"O=C(Nc1ccccc1O)c1cc(-n2ccnc2)ccn1
",2.2252,0.7227472191519999,2.1846723720084618
"COc1ccccc1C[C@H]([NH3+])Cc1ccc(O)cc1
",1.7965,0.8649194764139999,2.862464834956697
"Cc1ccc(Nc2nnc(SCC(=O)Nc3sc4c(c3C(N)=O)CCC4)s2)c(C)c1
",4.27844,0.436442470899,2.475361272557196
"C=CCN(C(=O)c1cc(S(=O)(=O)N(C)C)oc1C)c1ccccc1
",2.67112,0.749682070335,2.5969102004397238
"CC[C@@](C)(C#N)NC(=O)c1ccc(F)cc1F
",2.38688,0.878951005027,2.7257388835291447
"COc1ccc(NC(=O)[C@H]2CCC[NH+]2Cc2ccc(Cl)o2)cc1
",2.1276,0.883081751434,4.067239831956304
"Cc1noc2ncnc(N3CCC[C@H](C(=O)NCc4ccc(F)cc4)C3)c12
",2.59812,0.758942886735,2.7882852457751315
"Cc1cccnc1C[C@@H](N[C@H]1CCSc2ccccc21)C(F)(F)F
",4.690119999999999,0.8257371423800001,3.4617405141448447
"CC(=O)c1ccc(NC(=O)N[C@@H](c2ccc3c(c2)OCCO3)C2CC2)cc1
",3.9332,0.759722484618,2.6216811806095284
"COc1ccc(Cl)cc1[C@H](C)NC[C@](C)(O)c1cnn(C)c1
",2.6404,0.854797030651,3.2678650944909045
"O=C(NCCNC(=O)c1nc(-c2ccccc2F)no1)c1ccc(Cl)c([N+](=O)[O-])c1
",2.5971,0.330299090857,2.3268921646063223
"C[C@@H](O)CNC(=O)C(=O)Nc1ccc([C@@H](C#N)c2ccccc2)c(Cl)c1
",2.43098,0.7020902205239999,3.0089262267678087
"COC(=O)c1cc(S(N)(=O)=O)ccc1NCc1cccc2ccccc12
",2.8859,0.667677029071,1.987753830875672
"C[C@H]1CCCC[C@H]1OCC(=O)NCc1ncn(C)n1
",1.0266,0.8758038359710001,3.4096578603158445
"C=CCc1cccc(/C=N/N2C(=O)N=C3C(=Nc4cc(OC)ccc43)C2=O)c1O
",3.0008,0.621411397641,3.2905744900015264
"CCn1cc[nH+]c1CN(C)c1ncc(C)c(-c2cnn(C)c2)n1
",1.4574200000000002,0.7223415827609999,3.7556732640980943
"CC[C@H](C)C(=O)Nc1cnn(CC[NH+](C)C)c1
",0.0122,0.755646830923,3.853240890218109
"Cc1ccc(NC(=O)N[C@@H](C)c2ccncc2)cc1C(F)(F)F
",4.2915199999999984,0.848664021337,2.533104382354731
"CC[C@@]1(c2ccc(Cl)cc2)NC(=O)N(CC(=O)N2CCCC[C@@H]2C)C1=O
",2.8981,0.8132860559239999,3.0395166113831937
"CCN1CCC([NH+]2CCC(C(=O)Nc3ccc(-c4cccc(C)c4)cc3)CC2)CC1
",3.37972,0.783266416329,3.094480929289916
"O=[N+]([O-])c1ccc(N[C@@H](CO)c2ccccc2)cc1
",2.7403,0.635052363064,2.2502725272643893
"O=C(Cc1cccs1)Nc1ccc(-c2nc3ccccc3c(=O)o2)cc1
",4.0977,0.571002531481,2.042185562338154
"c1csc([C@@H]2CCC[NH+]2CCCCN2CCOCC2)n1
",0.9753,0.8050840139550001,4.448144455772509
"Cc1cccc(OC(=O)c2cccnc2N(C)C)c1C
",2.9836400000000003,0.628588042346,2.088928662524303
"N#Cc1cccc(C(=O)Oc2ccc3c(c2)OCO3)c1
",2.50618,0.616574677383,1.9877372808025784
"CCCc1nnsc1C(=O)Nc1ccc2c(COC)cc(=O)[nH]c2c1
",2.7308,0.7025387763169999,2.5256653206836863
"Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nc2ccccc21
",2.7105,0.709781822462,2.0839945449226907
"NC(=O)CC[C@@H]1CCCN(C(=O)c2ccc(F)c(Br)c2)C1
",2.7059,0.896599438196,2.5455580971870724
"O=C(NC[C@H]1C[C@H](O)C[NH+]1Cc1ccccc1)Nc1ccc(Cl)cc1
",1.6798,0.660521365864,3.95968237801536
"COc1ccccc1OCC#CCNC(=O)c1ccccc1Cl
",3.1608,0.8451521377399999,2.055143968778029
"Cc1ccc(N2C[C@H](NS(=O)(=O)c3cccnc3)CC2=O)cc1C
",1.78224,0.922626377773,2.6622543594099515
"CCCCc1nc2ccccc2n1CCC(N)=O
",2.2543,0.850016112496,1.92466700970232
"CC(C)C(=O)N1CCC[C@H]1C(=O)N(C)Cc1nc2ccccc2o1
",2.4332,0.863760869005,2.7960826028083443
"CCOc1ccc(F)c(C(=O)N2c3ccccc3NC(=O)C[C@@H]2C)c1F
",3.741,0.880967331127,2.81265179115225
"C=CCCC[C@H](C)N1CCO[C@H]([C@@H]2CCCO2)C1
",2.611,0.534767185078,3.729245532327672
"CC[NH+](CC)C[C@@H]1CCN(C(=O)c2cccc(C(=O)NC)c2)C1
",0.433,0.8162248952689999,3.4886606323547307
"O=C([C@@H]1CCCN(C2CC[NH+](Cc3ccccc3)CC2)C1)N1CCCCCCC1
",2.7386,0.8403229825290001,3.565445094408384
"Cc1cc(N2CC[NH+](CCC(C)C)CC2)ncc1[N+](=O)[O-]
",1.04922,0.6597542517239999,3.798225848548881
"CC(C)(C)C[C@@H]1CCCN1C(=O)NCc1ccc(CN2CCCC2=O)cc1
",3.9192,0.8243719021979999,2.7824284254699307
"O=C(Cc1csc(-c2ccc(Cl)s2)n1)NCc1nnc2n1CCC2
",2.9216,0.732882000439,2.632383133660348
"Nc1ccc(SCCn2cc(C(=O)[O-])nn2)cc1Cl
",0.6695,0.654851388252,3.00235228169578
"CCC[NH+]1CCC[C@H](CNC(=O)Cc2ccc3c(c2)OCO3)C1
",0.7789,0.8280911057320001,4.0662259190035845
"CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C1(C)C
",1.8518,0.873130668743,2.8191634580694807
"Cc1ccc(C[NH+](Cc2c[nH]nc2-c2cccnc2)C2CC2)cc1C
",2.83604,0.72346076353,4.033006230172924
"Cc1cscc1[C@H](Cl)c1ccc2c(c1)C(=O)NCC2
",3.67062,0.817870450358,3.324387911879773
"Cc1cc(C)c(C(=O)N2CCCN(c3ccccc3C#N)CC2)c(C)c1
",3.83604,0.8032787352259999,2.1316646844057043
"Cc1cc(C(=O)N2CCN(C(=O)N(C)C)CC2)c2ccc(F)cc2n1
",2.1217200000000003,0.799258080144,2.1851415371799874
"O=C(NNc1cccc(Cl)c1)c1cc(Cl)c[nH]1
",3.0784,0.741434859054,2.2704579279944035
"CC1CC[NH+]([C@@H](C)CNC(=O)c2ccc(-c3nc(C4CC4)no3)cc2)CC1
",2.0471,0.821203122448,3.775549512277861
"Cc1ccccc1-n1ncc2c1CC(C)(C)C[C@@H]2[NH2+]Cc1ccc(C#CC(C)(C)O)cc1
",4.08022,0.592622597417,3.8651355825460647
"CCc1nn(C)c(OC)c1CNC(=O)c1cc(SC)ccc1C
",2.95142,0.818231018362,2.526126586160647
"Cc1nnsc1C(=O)N1C[C@H]2CC[C@@H]1CN(S(=O)(=O)N(C)C)C2
",0.18932,0.788207183717,4.312486544285426
"CCc1onc(C)c1[C@H]1CCC[NH+]1Cc1sccc1C
",2.83534,0.932176687143,4.739104739173318
"O=[N+]([O-])c1c(NC[C@H]2CCCO2)ncnc1Oc1cccc2cccnc12
",3.3162,0.5121639686289999,2.962717640352317
"COC(=O)c1ccccc1NS(=O)(=O)c1cnc(Cl)c(Br)c1
",3.0849,0.616285235369,2.173943357186758
"CCn1cc(NC(=O)C(=O)N[C@H](CO)c2ccc(Cl)cc2)ccc1=O
",1.3099,0.704948654262,2.7327482870291124
"CC(C)(C)Oc1ccc(C(=O)N2CCN(C(=O)C3CCCC3)CC2)cc1
",3.3385,0.817345619542,1.9933985094847384
"Cc1cc(C(=O)N2CCC(C)CC2)ccc1NC(=O)C(=O)NC1CCCCC1
",3.25452,0.771417509068,2.108895762773667
"C[NH2+][C@@H]1CCN(C2C(C)(C)C2(C)C)C1=O
",0.2151,0.7138310933069999,4.560972626970238
"COc1ccc(NC(=O)NCc2cccc(C)c2)cc1N1CCCCC1=O
",3.84222,0.816861926328,2.0072768109888703
"O=C([O-])[C@H]1C[C@H](O)CN1S(=O)(=O)c1ccc2c(c1)OCCO2
",-1.6684,0.747975416546,3.440873846067197
"Cc1nn2c(ncc3c(=O)n(CC[NH+](C)C)ccc32)c1-c1ccccc1
",1.16412,0.6097786081700001,3.1817519426861143
"Cc1ccc(-n2ccnc2)c(C(=O)NCc2nc3ccccc3s2)c1
",3.72042,0.594054861086,2.248046810465368
"C[C@H]1C[C@@H](C)C[NH+](CCCNc2ccc3nnc(C(F)(F)F)n3n2)C1
",1.5059,0.804340929942,4.7003923230703055
"COc1ccc(Cl)cc1NC(=O)CSc1c[nH]c2ccccc12
",4.5607,0.636396046568,2.002788724022784
"Cc1ccc(Cl)cc1NC(=O)C(=O)NC[C@@H](c1ccc2c(c1)CCCN2C)[NH+]1CCCC1
",2.50552,0.606048657998,3.826759487871509
"O=C(Cc1ccccc1)OCc1cc(=O)n2nc(-c3cccs3)sc2n1
",3.1654,0.488087567821,2.3786890036337014
"CCOc1ccc(C(=O)OC)c(F)c1
",2.011,0.7002297392769999,1.6368121646395046
"Cc1cc(C)n(-c2ccc(-c3ccc(C)c(S(=O)(=O)NCC[NH+]4CCCCCC4)c3)nn2)n1
",1.99176,0.554862686304,3.4492526656927183
"CC(=O)c1ccc(NC(=O)Cn2nc3ccc(Sc4ccccc4)nn3c2=O)cc1
",2.8835,0.478908916694,2.392191385153218
"COC(=O)c1ccccc1NC(=O)CSc1ncnc2nc[nH]c12
",1.8703,0.415886185648,2.2995578876020577
"O=C(NNc1cccnc1Cl)c1cccc(OCc2cscn2)c1
",3.5274,0.507168318689,2.387990606187822
"Cc1cc(C)n2nc(C(=O)NCc3nccc4ccccc34)nc2n1
",2.2193400000000003,0.623294197346,2.436712774638181
"Cc1cc(C(F)(F)F)nn1C[C@@H](C)c1nc2c3cnn(-c4ccccc4)c3ncn2n1
",3.79062,0.423808398843,3.3303880682280487
"O=C(CSc1ccc([N+](=O)[O-])cc1)Nc1ccc(I)cc1
",3.9302,0.336728448085,1.919438926820696
"Cc1cc(C)cc(NC(=O)CNc2cccc([N+](=O)[O-])c2)c1
",3.2622400000000003,0.644514741264,1.9126376068714968
"O=C(c1ccc(F)cc1)[C@H]1CCCN(C(=O)CCCn2ccnn2)C1
",2.3189,0.755439401039,2.7628908455575387
"Cc1cccc2ncnc(N3CCN(C(=O)c4ccco4)CC3)c12
",2.49362,0.724451598391,2.24073082596804
"C[C@H](c1ccccc1F)N(C(=O)C[C@@H](O)c1ccccc1)C1CC1
",4.0014,0.840197938323,2.9474358271724683
"O=C(COc1cccc([N+](=O)[O-])c1)N1CCOc2ccc(F)cc21
",2.5383,0.633519531443,2.192690722542053
"CC[NH2+][C@H]1[C@@H]([S@@](=O)CC2CCCC2)CCC1(C)C
",2.0658,0.8201324572490001,4.961750798599863
"CSCCCNC(=O)N1CCN(CC(=O)Nc2cccc(C)c2C)CC1
",2.3222400000000003,0.7159366805509999,2.1036385516343667
"COc1ccc2c(c1)[C@](CO)([NH2+]C1CCCCCC1)CC2
",2.1152,0.837664737789,3.814964598035008
"CC(C)CC1=C[C@@H]([C@H]2NN=C3SC(c4ccncc4)=NN32)N=N1
",2.7567,0.917127117056,4.607166217511047
"C[C@@H]1c2ccsc2CCN1C(=O)CC[C@@H]1NC(=O)NC1=O
",1.182,0.833399854854,3.3918120330948565
"Cc1cc(C)cc([C@H](C)NC(=O)Nc2cc(C(=O)N(C)C)ccc2F)c1
",4.02704,0.836694522377,2.541427944998404
"N#Cc1cc(F)cc(-c2ccc(Cl)nn2)c1
",2.80778,0.756152423702,2.3170623215021795
"Cc1ccc(C)c(N(C)C(=O)c2cnc(N3CCOCC3)c3ccccc23)c1
",3.96484,0.671065580047,2.333606198508816
"COCCn1c(C)cc(/C=C2/C(=O)N(C3CCCCC3)C(=O)N=C2[O-])c1C
",2.18844,0.7437380039489999,3.1020730387610973
"COc1ccc(OC)c(NC(=O)[C@H]2C[C@H](CCSC)N[C@]23C(=O)Nc2c(C)cc(Cl)cc23)c1
",4.182919999999998,0.519152718402,4.1947950742097095
"CCN(C[C@H]1COc2ccccc2O1)C(=O)Nc1ccc(OC)c(F)c1
",3.5281,0.865606080829,2.6287107308611883
"Cc1ccc(N2CCN(C(=O)Cn3c(=O)oc4cc(S(=O)(=O)N5CCCC5)ccc43)C[C@H]2C)cc1
",2.42472,0.536185805533,2.973120630212182
"O=C(NNc1ncccc1Cl)c1ccc(-n2cccc2)nc1
",2.6776,0.7234790124079999,2.376681770648295
"COc1ccc(CNC(=O)COC(=O)c2cc3sccc3n2C)cc1
",2.7216,0.684754171951,2.159038668462665
"O[C@H]1C2CC[NH+](CC2)[C@@H]1C(c1ccc(F)cc1)c1ccc(F)cc1
",2.1347,0.888697628197,4.747267582946139
"CC[C@H]1C[NH2+]C(C)(C)CN1CCc1ccccc1C
",1.97372,0.883024751409,3.703262609509189
"CC(C)N1NCC=C1NC(=O)[C@@H](C)S[C@@H]1N=Nc2nc3ccccc3n21
",2.8976,0.8369171743780001,4.459927318243898
"COc1ccccc1CC(=O)NC1CCN(S(=O)(=O)c2ccc(NC(C)=O)cc2)CC1
",2.1656,0.681907274989,2.057927045777463
"COCCOc1cc(NC(=O)N2CCC[C@H](C)C2)ccc1OC
",2.9842,0.8098704764129999,2.3947529030647914
"Cc1nccn1-c1ccc([C@H](C)NC(=O)[C@@H]2CC(=O)N(C(C)C)C2)cc1
",2.61482,0.8947465587090001,3.0803954575370387
"COCc1csc(NC(=O)c2c(O)cccc2O)n1
",1.953,0.800309025598,2.274002789678363
"[NH3+][C@H]1CCCCC[C@H]1C(=O)NC[C@@H]1CCC[C@@H]1C(=O)[O-]
",-0.5404,0.705008717384,4.460092944252299
"Cc1ccccc1[C@@H](NC(=O)NNC(=O)[C@@H]1Cc2ccccc2O1)C(C)C
",3.02622,0.719008472625,3.1054780635146386
"CN(CC(=O)Nc1ccc(Br)cc1Cl)CC(C)(C)C[NH3+]
",2.2409,0.816048700881,2.856535824419014
"CCOC(=O)c1cc(=O)sc2[nH]c3ccccc3c12
",2.9195,0.723924179367,2.577664328139901
"Cc1ccc(NC(=O)[C@@H](Sc2nnnn2C[C@@H]2CCCO2)C(C)C)cc1
",2.9159200000000003,0.743079340827,3.126621289137871
"CCN1C[C@@H](COc2ccc(C)cc2C)OC1=O
",2.52294,0.821458770306,2.66391234306512
"C=CC[C@@H](C)[C@H](C)[NH2+][C@@H](C)CS(C)(=O)=O
",0.5836,0.6677514411500001,4.867243714083928
